ServiceNo,Direction,Operator,n_stops,route_distance_km,wd_first_min,wd_last_min,wd_service_span_min,unique_stops,Category,OriginCode,DestinationCode,avg_wd_headway_min,one_way_trip_time_min,baseline_daily_trips,offered_stop_visits_per_day,complexity_score,bottleneck_score,throughput_intensity
98M,1,TTS,47,18.5,572.0,1075.0,421.0,46,TRUNK,28009,28009,16.0,78.11666666666666,26.3125,1236.6875,0.1758135528841575,0.21653550760277548,15.831288670791553
128,2,SBST,44,19.4,1100.0,1204.0,15.0,24,TRUNK,3239,55009,15.0,80.06666666666666,1.0,44.0,0.17209114655337074,0.17246460653086385,0.5495420482930892
700,2,SMRT,38,21.2,340.0,1245.0,895.0,33,TRUNK,3239,481,11.375,83.96666666666667,78.68131868131869,2989.89010989011,0.16464633389179745,0.02050616774317971,35.60806006220854
112,1,SBST,47,18.3,315.0,1440.0,1146.0,46,TRUNK,64009,64009,12.125,77.45,94.51546391752578,4442.226804123711,0.16425332113417357,0.056341292624323955,57.3560594464004
971E,2,SMRT,34,22.4,1085.0,1192.0,25.0,25,EXPRESS,3223,481,12.5,86.56666666666666,2.0,68.0,0.15968312545074845,0.0582880832880099,0.7855217558721602
853,1,SMRT,44,19.1,340.0,1439.0,1070.0,44,TRUNK,59009,80009,13.125,79.06666666666666,81.52380952380952,3587.047619047619,0.15475079892839488,0.08680590362331062,45.36738135389063
89e,1,SBST,34,22.3,410.0,529.0,48.0,23,EXPRESS,64009,95049,11.5,86.23333333333335,4.173913043478261,141.91304347826087,0.15390300957575664,0.015008266170242465,1.6456866271155104
137,1,SBST,46,18.4,360.0,1438.0,1088.0,46,TRUNK,80289,94009,15.0,77.43333333333332,72.53333333333333,3336.5333333333333,0.15145228727392723,0.15963186009514102,43.08910891089109
663,2,TTS,22,26.1,1095.0,1183.0,15.0,22,EXPRESS,3241,59599,15.0,94.70000000000002,1.0,22.0,0.1505736160025939,0.14127906629735226,0.23231256599788802
14e,1,SBST,40,20.3,445.0,556.0,38.0,31,EXPRESS,84211,9048,12.5,81.66666666666667,3.04,121.6,0.149787590487346,0.05586221047475243,1.4889795918367346
569,1,SBST,17,27.5,465.0,518.0,0.0,13,FLAT FARE $4.50,65009,3011,,97.61666666666666,85.54455445544555,1454.2574257425742,0.13858948957629058,0.011457155260990837,14.89763454747387
268,1,SBST,49,17.2,329.0,69.0,1137.0,47,FEEDER,55009,55009,8.75,74.48333333333332,129.94285714285715,6367.200000000001,0.13783434597973793,-0.09304173987019404,85.48489594987696
854e,1,SMRT,33,22.3,398.0,499.0,39.0,25,EXPRESS,59009,84009,19.5,85.88333333333334,2.0,66.0,0.13532185984051842,0.31555864695015196,0.7684843780322141
3,2,GAS,41,19.7,315.0,97.0,1196.0,41,TRUNK,65009,75009,11.5,80.01666666666665,104.0,4264.0,0.13368804497263206,0.006166020139123138,53.288898146219545
188R,2,SMRT,28,23.8,,,,22,EXPRESS,14519,44009,31.166666666666668,89.13333333333333,85.54455445544555,2395.2475247524753,0.12911784928920716,0.7657308304465928,26.87263490746981
552,1,SBST,18,26.9,465.0,525.0,0.0,14,FLAT FARE $4.50,75009,3011,,95.96666666666667,85.54455445544555,1539.80198019802,0.12248994406157687,0.0010327413215839298,16.04517520178555
925C,1,SMRT,41,19.5,,,,40,TRUNK,46009,46009,11.5,79.35,85.54455445544555,3507.3267326732675,0.12212781322264818,-0.0018500613039680036,44.200714967527006
960e,2,SMRT,26,24.3,450.0,1435.0,960.0,24,EXPRESS,2099,46009,27.5,90.1,34.90909090909091,907.6363636363635,0.1208561291936907,0.6145268598217732,10.073655534254868
700,1,SMRT,35,21.4,355.0,1191.0,772.0,31,TRUNK,481,3218,9.833333333333334,83.58333333333333,78.50847457627118,2747.7966101694915,0.12046311643606672,-0.07289323059417173,32.87493451847846
248,1,SBST,32,22.3,360.0,1440.0,1069.0,31,INDUSTRIAL,25009,25009,11.75,85.53333333333335,90.97872340425532,2911.31914893617,0.11674071010528021,-0.002421450510435616,34.03724648015787
960e,1,SMRT,26,24.2,360.0,1375.0,960.0,24,EXPRESS,46009,2099,28.75,89.76666666666665,33.391304347826086,868.1739130434783,0.11507601331869861,0.6596085395955051,9.671450943670386
128,1,SBST,44,18.4,440.0,539.0,16.0,23,TRUNK,55009,3239,15.0,76.73333333333332,1.0666666666666667,46.93333333333333,0.11428998780345076,0.13238419931540743,0.6116420503909644
663,1,TTS,20,26.1,440.0,541.0,30.0,20,EXPRESS,59591,3218,15.0,94.00000000000001,2.0,40.0,0.11341131653211751,0.1140314055176187,0.42553191489361697
97e,2,TTS,29,23.2,1086.0,1200.0,48.0,29,EXPRESS,2099,28009,12.0,87.48333333333332,4.0,116.0,0.11301830377449333,0.0025973689129299565,1.3259668508287294
553,1,SBST,17,27.0,465.0,524.0,0.0,12,FLAT FARE $4.50,75009,3011,,95.95,85.54455445544555,1454.2574257425742,0.10968891020133067,-0.008583048346737177,15.15640881440932
25,2,SBST,44,18.3,315.0,1440.0,1126.0,44,TRUNK,94009,54009,7.25,76.4,155.31034482758622,6833.6551724137935,0.10850987192845897,-0.1759801084768588,89.44574833002346
188R,1,SMRT,28,23.4,,,,22,EXPRESS,44009,14519,32.0,87.79999999999998,85.54455445544555,2395.2475247524753,0.10599738578923905,0.7824251478905951,27.280723516543006
117,1,SBST,37,20.5,345.0,1440.0,1080.0,37,TRUNK,65009,58009,13.25,81.28333333333333,81.50943396226415,3015.8490566037735,0.10560437303161528,0.05246063304540983,37.10292052413911
139,1,SBST,46,17.6,330.0,1440.0,1110.0,45,TRUNK,52009,10009,12.0,74.76666666666667,92.5,4255.0,0.10521136027399143,0.009752205134109973,56.91038787338386
186,2,SBST,46,17.6,355.0,1440.0,1085.0,46,TRUNK,52499,3239,14.875,74.76666666666667,72.94117647058823,3355.2941176470586,0.10521136027399143,0.12265856227324834,44.876871836563424
859,1,SMRT,48,16.9,345.0,1440.0,1095.0,45,TRUNK,58009,58009,10.5,73.13333333333333,104.28571428571429,5005.714285714286,0.10191284861952375,-0.04996408373130902,68.44641229326737
103,2,SBST,44,18.1,330.0,1440.0,1140.0,43,TRUNK,59009,66009,12.0,75.73333333333332,95.0,4180.0,0.09694964017847489,0.002544747962104424,55.193661971831
513,2,SBST,24,24.5,1095.0,1176.0,17.0,15,EXPRESS,3222,75121,15.0,90.06666666666666,1.1333333333333333,27.2,0.09525406147319826,0.10439807553235553,0.30199851961509994
868E,1,SMRT,28,23.2,450.0,531.0,15.0,22,EXPRESS,43581,2161,15.0,87.13333333333333,1.0,28.0,0.09443715403925512,0.10678886771172937,0.3213465952563122
22,2,SBST,46,17.4,345.0,1440.0,1065.0,46,TRUNK,75009,54009,11.125,74.1,95.73033707865169,4403.595505617977,0.09365112852400731,-0.032626680655675644,59.42773961697676
72,1,SBST,46,17.4,330.0,1440.0,1081.0,46,TRUNK,55509,75009,7.375,74.1,146.57627118644066,6742.508474576271,0.09365112852400731,-0.17989584214150825,90.99201720075939
513,1,SBST,22,25.1,450.0,528.0,15.0,14,EXPRESS,75129,3218,7.5,91.36666666666667,2.0,44.0,0.09277245725267388,-0.19333966388976942,0.4815760671287851
133,1,SBST,44,18.0,330.0,1439.0,1096.0,44,TRUNK,54009,3239,10.125,75.4,108.24691358024691,4762.864197530864,0.09116952430348296,-0.07509787350235733,63.16796017945442
186,1,SBST,43,18.3,360.0,1440.0,1080.0,43,TRUNK,3239,52499,14.25,76.05,75.78947368421052,3258.9473684210525,0.08992872219322072,0.08529849590682864,42.852693864839615
89e,2,SBST,32,21.8,1071.0,1175.0,48.0,24,EXPRESS,95051,64009,12.0,83.86666666666667,4.0,128.0,0.08784013073032024,-0.012643710019108287,1.5262321144674085
25,1,SBST,44,17.9,323.0,1440.0,1121.0,44,TRUNK,54009,94009,8.5,75.06666666666666,131.88235294117646,5802.823529411764,0.08538940842849087,-0.14292255086776384,77.30226726569846
129,2,SBST,35,20.7,345.0,1440.0,1102.0,35,TRUNK,52499,75019,13.5,81.25,81.62962962962963,2857.037037037037,0.08000230531112285,0.043046997807823076,35.163532763532764
20,1,SBST,43,18.1,360.0,1440.0,1100.0,42,TRUNK,75009,75009,11.375,75.38333333333333,96.7032967032967,4158.241758241758,0.07836849044323672,-0.03562394267540105,55.16128797136978
22,1,SBST,46,17.1,330.0,1440.0,1082.0,46,TRUNK,54009,75009,11.875,73.10000000000001,91.11578947368422,4191.326315789474,0.07631078089903154,-0.015196970523145809,57.336885304917566
54,1,SBST,44,17.7,345.0,1440.0,1035.0,44,TRUNK,53009,10499,13.25,74.4,78.11320754716981,3436.9811320754716,0.07382917667850696,0.035602305571199686,46.19598295800365
265,1,SBST,43,18.0,329.0,105.0,1175.0,41,FEEDER,55009,55009,7.5,75.05,156.66666666666666,6736.666666666666,0.07258837456824471,-0.191810116932307,89.76238063513213
8,1,SBST,43,18.0,330.0,1440.0,1050.0,39,TRUNK,75009,52009,7.875,75.05,133.33333333333334,5733.333333333334,0.07258837456824471,-0.17708320078372372,76.39351543415502
99,1,SBST,46,17.0,315.0,1440.0,1150.0,46,TRUNK,17009,24009,8.0,72.76666666666667,143.75,6612.5,0.07053066502403943,-0.17138314478005198,90.87265231333028
3,1,GAS,40,18.9,305.0,1439.0,1111.0,40,TRUNK,75009,65009,10.5,76.99999999999999,105.80952380952381,4232.380952380952,0.0688659682374579,-0.07879391241933068,54.96598639455783
124,2,SBST,44,17.6,325.0,1440.0,1127.0,43,TRUNK,14009,52499,7.625,74.06666666666666,147.80327868852459,6503.3442622950815,0.068049060803515,-0.18930947737909504,87.80392793377699
161,2,SBST,25,23.6,345.0,1439.0,1065.0,23,TRUNK,46009,64009,8.375,87.41666666666667,127.16417910447761,3179.10447761194,0.061814168333508654,-0.17822597919665928,36.36725808516995
133,2,SBST,43,17.8,360.0,1440.0,1095.0,42,TRUNK,3239,54009,10.0,74.38333333333334,109.5,4708.5,0.061028142818260814,-0.10164675738484305,63.30047053551422
962,1,SMRT,46,16.8,330.0,1439.0,1119.0,45,TRUNK,46009,46009,8.0,72.1,139.875,6434.25,0.05897043327405544,-0.17939922622314328,89.24063800277393
117,2,SBST,35,20.2,345.0,1439.0,1066.0,35,TRUNK,58009,65009,13.875,79.58333333333333,76.82882882882883,2689.0090090090093,0.05110172593616284,0.037733710348678146,33.78859487760012
161,1,SBST,24,23.7,345.0,1431.0,1065.0,22,TRUNK,64009,46009,8.625,87.4,123.47826086956522,2963.478260869565,0.04901313447326239,-0.1780238247659249,33.90707392299273
147A,1,SBST,47,16.3,431.0,676.0,172.0,47,TRUNK,64009,5019,26.5,70.78333333333333,6.490566037735849,305.0566037735849,0.04865100363433371,0.5407122638891032,4.309723622890298
246,1,SBST,45,16.9,345.0,1440.0,1065.0,44,INDUSTRIAL,22009,22009,13.625,72.08333333333333,78.1651376146789,3517.4311926605506,0.046169399413809147,0.03188872633728458,48.79673330858567
82,1,GAS,43,17.5,315.0,85.0,1155.0,42,TRUNK,65009,65009,14.5,73.38333333333334,79.65517241379311,3425.1724137931037,0.043687795193284806,0.06305211423351922,46.67507263856148
531,2,SMRT,33,20.7,1090.0,1173.0,30.0,26,FLAT FARE $5.00,3222,96121,15.0,80.55,2.0,66.0,0.042840005840646414,0.07470700162242258,0.819366852886406
99,2,SBST,45,16.8,320.0,1440.0,1129.0,45,TRUNK,24009,17009,8.0,71.75,141.125,6350.625,0.04038928353881727,-0.19302305661300995,88.51045296167247
661,1,GAS,17,25.8,450.0,535.0,20.0,13,EXPRESS,78111,3391,20.0,91.95,1.0,17.0,0.0403275197014268,0.25749467416449157,0.18488308863512778
129,1,SBST,34,20.3,345.0,1440.0,1085.0,34,TRUNK,75019,52499,13.5,79.56666666666666,80.37037037037037,2732.5925925925926,0.0383006920759167,0.013391004531773741,34.343434343434346
925,1,SMRT,41,18.0,360.0,1251.0,840.0,40,TRUNK,46009,44009,10.5,74.35,80.0,3280.0,0.035426075097768274,-0.10124244852337447,44.11566913248151
14e,2,SBST,37,19.2,1098.0,1183.0,24.0,28,EXPRESS,9048,84219,12.0,76.95,2.0,74.0,0.030462866656719385,-0.048733616829960844,0.9616634178037686
72,2,SBST,45,16.6,315.0,1440.0,1111.0,45,TRUNK,75009,55509,6.625,71.08333333333333,167.69811320754718,7546.4150943396235,0.02882905178883329,-0.25503783060090657,106.16293215952578
54,2,SBST,42,17.5,370.0,1440.0,1070.0,42,TRUNK,10499,53009,14.375,73.03333333333333,74.43478260869566,3126.2608695652175,0.02510664545804655,0.044519311794124605,42.805945270176416
912,1,SMRT,42,17.4,330.0,87.0,1170.0,41,FEEDER,46009,46009,23.375,72.69999999999999,50.05347593582888,2102.245989304813,0.01932652958305444,0.3939572586385772,28.91672612523815
8,2,SBST,42,17.4,360.0,1439.0,1059.0,38,TRUNK,52009,75009,8.25,72.69999999999999,128.36363636363637,5391.272727272728,0.01932652958305444,-0.20002835935428115,74.15780917844194
925,2,SMRT,41,17.7,360.0,1259.0,841.0,40,TRUNK,44009,46009,10.0,73.35,84.1,3448.1,0.018085727472792277,-0.13290245888612237,47.00886162235856
103,1,SBST,41,17.7,350.0,68.0,1122.0,41,TRUNK,66009,59009,11.25,73.35,99.73333333333333,4089.0666666666666,0.018085727472792277,-0.08381273839084484,55.74733015223813
113,1,SBST,44,16.7,315.0,67.0,1163.0,43,TRUNK,64009,64009,15.0,71.06666666666666,77.53333333333333,3411.4666666666667,0.016028017928586984,0.06424750704913186,48.003752345215766
258,1,SBST,41,17.4,330.0,1440.0,1126.0,40,INDUSTRIAL,24009,24009,12.125,72.35,92.8659793814433,3807.505154639175,0.0007453798478162677,-0.061474056208787445,52.626194259007264
598,1,SMRT,30,20.9,465.0,535.0,10.0,21,FLAT FARE $5.00,44859,3218,10.0,80.16666666666666,1.0,30.0,-0.0013432116150843207,-0.15450729008519676,0.37422037422037424
254,1,SBST,42,17.0,345.0,1435.0,1050.0,31,TRUNK,24009,24009,10.0,71.36666666666666,105.0,4410.0,-0.003793933916913444,-0.147334913547075,61.79355441382532
71,1,SBST,42,17.0,360.0,1440.0,1086.0,41,TRUNK,55509,55509,13.5,71.36666666666666,80.44444444444444,3378.6666666666665,-0.003793933916913444,-0.009883696160297883,47.34236338159739
531,1,SMRT,32,20.2,465.0,541.0,25.0,29,FLAT FARE $5.00,96129,3218,6.0,78.53333333333333,4.166666666666667,133.33333333333334,-0.004641723269551774,-0.3124030199411707,1.6977928692699493
97e,1,TTS,27,21.8,456.0,572.0,48.0,27,EXPRESS,28009,2099,12.0,82.11666666666667,4.0,108.0,-0.005065617945870772,-0.08076286196844212,1.315201948447331
185,1,SBST,37,18.4,345.0,1440.0,1050.0,36,TRUNK,22609,11389,14.0,74.28333333333333,75.0,2775.0,-0.01577806034321661,-0.0022543898098818585,37.356966569441326
101,1,SBST,46,15.5,315.0,1440.0,1137.0,44,TRUNK,66009,66009,9.5,67.76666666666667,119.6842105263158,5505.473684210527,-0.016171073100840455,-0.17259609100890336,81.24161855696794
139,2,SBST,41,17.0,330.0,1440.0,1121.0,41,TRUNK,10009,52009,12.375,71.01666666666667,90.58585858585859,3714.0202020202023,-0.022375083652151618,-0.06768827499591439,52.29786719577849
200,1,SBST,44,16.0,360.0,1440.0,1072.0,44,TRUNK,11379,11389,14.75,68.73333333333332,72.67796610169492,3197.8305084745766,-0.024432793196356994,0.02637327789925683,46.52517713590559
193,1,SBST,43,16.3,345.0,1440.0,1065.0,43,TRUNK,22009,25009,11.375,69.38333333333334,93.62637362637362,4025.9340659340655,-0.02567359530661907,-0.10776867566322218,58.02451212011624
107,2,SBST,42,16.6,345.0,1249.0,846.0,39,TRUNK,3239,64009,11.375,70.03333333333333,74.37362637362638,3123.692307692308,-0.026914397416881324,-0.10936838388845219,44.602936330685026
136,2,GAS,41,16.9,345.0,1439.0,1080.0,41,TRUNK,65009,54009,13.5,70.68333333333332,80.0,3280.0,-0.028155199527143727,-0.02751556727171034,46.40414996463099
76,2,SBST,44,15.9,345.0,1440.0,1065.0,43,TRUNK,82009,55509,11.25,68.4,94.66666666666667,4165.333333333334,-0.030212909071348867,-0.11508598020906571,60.89668615984406
130,1,SBST,43,16.2,330.0,1440.0,1081.0,42,TRUNK,54009,3239,12.25,69.05,88.24489795918367,3794.530612244898,-0.03145371118161119,-0.07741391203807363,54.95337599196087
193,2,SBST,43,16.2,345.0,1440.0,1103.0,43,TRUNK,25009,22009,11.875,69.05,92.88421052631578,3994.0210526315786,-0.03145371118161119,-0.09214082818665692,57.84244826403445
185,2,SBST,37,18.1,360.0,1436.0,1041.0,36,TRUNK,11379,22199,14.0,73.28333333333333,74.35714285714286,2751.214285714286,-0.03311840796819249,-0.014278511974518744,37.5421553656714
661,2,GAS,16,24.8,1090.0,1165.0,15.0,12,EXPRESS,3539,78119,15.0,88.26666666666667,1.0,16.0,-0.03605478878373135,0.0074315545780583026,0.18126888217522658
201,1,SBST,39,17.4,330.0,1440.0,1107.0,37,TRUNK,16009,16009,12.375,71.64999999999999,89.45454545454545,3488.7272727272725,-0.036416919622660165,-0.0789037728894655,48.69123897735203
927,1,SMRT,35,18.5,360.0,1440.0,1080.0,32,TRUNK,44009,44009,14.125,73.91666666666666,76.46017699115045,2676.1061946902655,-0.04716024393870103,-0.020585037818542103,36.20436791012761
66A,1,TTS,43,15.9,,,,43,TRUNK,84009,40011,,68.05,85.54455445544555,3678.4158415841584,-0.048794058806587125,-0.09925597830176602,54.05460457875325
811,1,SBST,43,15.9,320.0,91.0,1181.0,42,FEEDER,59009,59009,5.25,68.05,224.95238095238096,9672.952380952382,-0.048794058806587125,-0.3643404689762649,142.1447814981981
135A,1,SBST,41,16.5,1368.0,1440.0,43.0,41,TRUNK,54009,93201,14.0,69.35,3.0714285714285716,125.92857142857143,-0.05127566302711161,-0.023911841959781778,1.8158409722937483
653,1,SMRT,24,21.8,435.0,537.0,30.0,20,CITY_LINK,43811,3391,10.0,81.06666666666666,3.0,72.0,-0.06080906715158546,-0.20017790593048665,0.8881578947368421
122,1,SBST,40,16.6,355.0,1439.0,1077.0,39,TRUNK,10499,10499,14.0,69.33333333333334,76.92857142857143,3077.1428571428573,-0.06407669688735768,-0.03352763162810274,44.38186813186813
851e,1,SBST,24,21.7,360.0,1380.0,960.0,24,EXPRESS,59009,5019,25.0,80.73333333333332,38.4,921.5999999999999,-0.0665891830265776,0.38489069929129816,11.415359207266722
159,2,SBST,40,16.5,353.0,1439.0,1088.0,40,TRUNK,52009,67009,10.875,69.0,100.04597701149426,4001.8390804597702,-0.06985681276234978,-0.16025997358784236,57.997667832750295
653,2,SMRT,24,21.6,1095.0,1186.0,15.0,19,CITY_LINK,3539,43268,15.0,80.4,1.0,24.0,-0.07236929890156937,-0.011835105392467599,0.29850746268656714
62A,1,GAS,41,16.0,1091.0,1260.0,112.0,41,TRUNK,65009,81089,14.0,67.68333333333332,8.0,328.0,-0.0801762424020716,-0.04395204556750998,4.846097020438316
136,1,GAS,40,16.1,345.0,1440.0,1065.0,40,TRUNK,54009,65009,13.0,67.66666666666667,81.92307692307692,3276.9230769230767,-0.09297727626231767,-0.09283961163205297,48.42743463433118
536,1,SBST,15,24.1,465.0,517.0,0.0,11,FLAT FARE $4.50,22009,3011,,85.58333333333334,85.54455445544555,1283.1683168316833,-0.09509674964391347,-0.15206389005129392,14.993203312541576
85,2,GAS,33,18.3,360.0,1440.0,1051.0,31,TRUNK,59009,65009,13.125,72.55,80.07619047619048,2642.5142857142855,-0.09588277515916135,-0.09512055643758888,36.423353352367826
856,2,SMRT,39,16.3,328.0,1439.0,1114.0,39,TRUNK,46009,59009,6.125,67.98333333333333,181.87755102040816,7093.224489795918,-0.09999819424757193,-0.36844082330285505,104.33769781509073
130,2,SBST,39,16.1,360.0,1440.0,1078.0,39,TRUNK,3239,54009,12.75,67.31666666666666,84.54901960784314,3297.4117647058824,-0.11155842599755592,-0.11628138612097534,48.98358650219187
972A,1,SMRT,28,19.6,0.0,1440.0,17.0,26,TRUNK,45009,8057,15.0,75.13333333333334,1.1333333333333333,31.733333333333334,-0.11364701746045644,-0.0375005982639131,0.42236024844720493
85,1,GAS,32,18.1,330.0,1439.0,1080.0,31,TRUNK,65009,59009,12.625,71.53333333333333,85.54455445544555,2737.4257425742576,-0.12602415664438354,-0.13639635646865791,38.26783423915551
67W,1,SMRT,39,15.8,,,,39,TRUNK,75009,40011,77.0,66.31666666666666,85.54455445544555,3336.2376237623766,-0.12889877362253194,2.3949061251716537,50.30767967472797
90,1,SBST,37,16.4,360.0,1440.0,1050.0,35,TRUNK,52009,52009,18.5,67.61666666666666,56.75675675675676,2100.0,-0.1313803778430565,0.09430778954220469,31.057431599704216
293,1,SBST,41,15.0,300.0,78.0,1202.0,39,FEEDER,75009,75009,6.75,64.35,178.07407407407408,7301.037037037037,-0.1379774011519915,-0.368752831655576,113.45822901378459
121,1,SBST,40,15.3,345.0,1440.0,1090.0,38,TRUNK,10499,10499,10.875,65.0,100.22988505747126,4009.1954022988507,-0.13921820326225368,-0.2083564622463899,61.67992926613616
76,1,SBST,41,14.9,330.0,1440.0,1065.0,41,TRUNK,55509,82009,12.375,64.01666666666667,86.06060606060606,3528.4848484848485,-0.14375751702698347,-0.1518571301483726,55.118222053915886
159,1,SBST,39,15.4,330.0,1440.0,1119.0,39,TRUNK,67009,52009,10.125,64.98333333333333,110.51851851851852,4310.222222222223,-0.15201923712249987,-0.24742608421187756,66.328118320937
249,1,SBST,38,15.6,345.0,1440.0,1065.0,37,INDUSTRIAL,22009,22009,12.0,65.3,88.75,3372.5,-0.15904015510775418,-0.1793992524157368,51.64624808575804
851e,2,SBST,22,20.6,450.0,1429.0,962.0,22,EXPRESS,5012,59009,23.75,76.36666666666667,40.50526315789474,891.1157894736842,-0.16733275712196577,0.26446487007928543,11.66891038158469
657,2,SMRT,20,21.2,1095.0,1183.0,15.0,17,CITY_LINK,3539,28531,15.0,77.66666666666667,1.0,20.0,-0.16981436134249026,-0.08236258983811723,0.2575107296137339
240,1,SBST,38,15.4,315.0,88.0,1186.0,35,FEEDER,22009,22009,8.25,64.63333333333334,143.75757575757575,5462.787878787878,-0.17060038685773807,-0.3346844953446606,84.51966805757418
657,1,SMRT,21,20.7,450.0,532.0,15.0,18,CITY_LINK,28539,3391,15.0,76.35,1.0,21.0,-0.1801337909822121,-0.08877896305597872,0.275049115913556
68,1,GAS,42,13.9,330.0,1439.0,1125.0,38,TRUNK,77009,77009,15.0,61.03333333333333,75.0,3150.0,-0.18297752604166517,-0.07522529393387925,51.611141452758055
107,1,SBST,39,14.8,330.0,1236.0,854.0,39,TRUNK,64009,3239,12.875,62.983333333333334,66.33009708737865,2586.873786407767,-0.1866999323724518,-0.16347694345154073,41.07235437535486
257,1,SBST,39,14.6,345.0,1440.0,1065.0,38,INDUSTRIAL,24009,24009,8.375,62.31666666666666,127.16417910447761,4959.4029850746265,-0.19826016412243588,-0.34821601867763124,79.58389384982017
856,1,SMRT,36,15.4,330.0,1440.0,1096.0,36,TRUNK,59009,46009,6.75,63.93333333333334,162.37037037037038,5845.333333333334,-0.20776268632821449,-0.4208398207187272,91.42857142857143
26,1,SBST,37,14.8,360.0,1440.0,1065.0,34,TRUNK,84009,52009,9.625,62.28333333333333,110.64935064935065,4094.025974025974,-0.22386223184292825,-0.31835787751899597,65.73228751446574
134,1,SBST,39,14.1,345.0,1439.0,1107.0,35,TRUNK,80289,80289,11.125,60.65,99.50561797752809,3880.7191011235955,-0.22716074349739585,-0.26025883719574877,63.9854756986578
196A,1,SBST,34,15.7,397.0,689.0,246.0,34,TRUNK,84009,3218,,64.23333333333333,85.54455445544555,2908.5148514851485,-0.22758463817371502,-0.2298865332536582,45.280459545695095
CT18,2,SBST,21,19.8,658.0,1068.0,364.0,18,FLAT FARE $2.00,10499,84219,29.5,73.35,12.338983050847459,259.11864406779665,-0.23215483385713997,0.44458942819533015,3.5326331842917065
533,1,SBST,24,18.8,455.0,511.0,10.0,21,FLAT FARE $4.20,28009,3011,10.0,71.06666666666666,1.0,24.0,-0.23421254340134526,-0.32041912757685553,0.3377110694183865
189,1,TTS,31,16.4,345.0,1440.0,1058.0,30,TRUNK,43009,43009,8.75,65.51666666666665,120.91428571428571,3748.342857142857,-0.2428672762544858,-0.37033501266016094,57.212050732274605
2A,1,GAS,34,15.4,381.0,1209.0,768.0,34,TRUNK,10499,85091,20.25,63.233333333333334,37.925925925925924,1289.4814814814813,-0.2449249857986909,0.08208149985053674,20.392432495753525
41,1,TTS,37,14.4,345.0,1440.0,1093.0,36,TRUNK,28009,28009,12.875,60.95,84.89320388349515,3141.0485436893205,-0.24698269534289624,-0.20675676711745675,51.5348407496197
CT18,1,SBST,22,19.2,605.0,1049.0,391.0,19,FLAT FARE $2.00,84211,10499,33.0,71.7,11.848484848484848,260.66666666666663,-0.24825437937185377,0.5716162316427005,3.6355183635518356
405,1,SBST,35,15.0,420.0,1057.0,600.0,34,TRUNK,22009,22009,23.75,62.25,25.263157894736842,884.2105263157895,-0.2494642995634207,0.21712438474099816,14.20418516169943
10e,2,SBST,29,16.9,1094.0,1178.0,30.0,28,EXPRESS,3222,85041,10.0,66.48333333333332,3.0,87.0,-0.25112899635000224,-0.3284527493368887,1.3085986462772627
974,1,TTS,25,18.1,345.0,1440.0,1065.0,25,TRUNK,44029,24009,15.0,69.08333333333333,71.0,1775.0,-0.256092204791051,-0.13849270025669796,25.69360675512666
190A,1,SMRT,23,18.7,340.0,525.0,153.0,21,TRUNK,44009,8057,14.0,70.38333333333333,10.928571428571429,251.35714285714286,-0.25857380901157556,-0.18096389310337982,3.5712594296539364
10e,1,SBST,30,16.2,450.0,551.0,49.0,30,EXPRESS,85049,3217,12.0,64.5,4.083333333333333,122.49999999999999,-0.2730086577397079,-0.26434165120539715,1.8992248062015502
60,1,SBST,33,15.2,315.0,1440.0,1156.0,30,TRUNK,82009,82009,8.75,62.21666666666666,132.11428571428573,4359.771428571429,-0.2750663672839132,-0.3911838405389748,70.07401171022924
969A,1,SMRT,15,20.7,506.0,556.0,0.0,13,TRUNK,75009,59079,10.5,74.25,0.0,0.0,-0.2916206893936414,-0.34724493917817845,0.0
35M,1,SBST,24,17.6,1185.0,1437.0,210.0,19,TRUNK,84009,84009,17.5,67.06666666666666,12.0,288.0,-0.30357393390124915,-0.07397729326373777,4.294234592445329
252,1,SBST,37,13.3,345.0,1436.0,1056.0,34,INDUSTRIAL,22009,22009,10.875,57.28333333333333,97.10344827586206,3592.8275862068963,-0.31056396996780816,-0.3293887678469028,62.72029536584631
172,1,SMRT,33,14.5,330.0,1440.0,1080.0,32,TRUNK,44009,22009,8.75,59.88333333333333,123.42857142857143,4073.1428571428573,-0.3155271784088571,-0.4192401255897942,68.01797145242735
86,1,SBST,32,14.8,315.0,1440.0,1096.0,31,TRUNK,67009,54009,10.625,60.53333333333333,103.15294117647059,3300.894117647059,-0.3167679805191193,-0.34720525307210776,54.53018916817829
86,2,SBST,31,15.1,360.0,1433.0,1050.0,30,TRUNK,54009,67009,11.625,61.18333333333334,90.3225806451613,2800.0,-0.31800878262938154,-0.3095331849011155,45.764096976300735
588,1,SMRT,25,17.0,480.0,521.0,0.0,19,FLAT FARE $4.00,53369,3218,,65.41666666666666,85.54455445544555,2138.6138613861385,-0.319673479415963,-0.3003964773823661,32.69218641609384
974,2,TTS,24,17.3,345.0,1439.0,1065.0,24,TRUNK,24009,44031,15.0,66.06666666666666,71.0,1704.0,-0.3209142815262252,-0.18418085641892976,25.79212916246216
116,1,SBST,37,13.0,345.0,1440.0,1065.0,36,TRUNK,64009,64009,10.875,56.28333333333333,97.93103448275862,3623.448275862069,-0.32790431759278416,-0.3414128900115397,64.37870789213034
