ServiceNo,Direction,Operator,n_stops,route_distance_km,wd_first_min,wd_last_min,wd_service_span_min,unique_stops,Category,OriginCode,DestinationCode,avg_wd_headway_min,one_way_trip_time_min,baseline_daily_trips,offered_stop_visits_per_day,complexity_score,bottleneck_score,throughput_intensity
960,2,SMRT,49,27.3,390.0,1433.0,1020.0,47,TRUNK,2099,46009,9.625,108.15,105.97402597402598,5192.727272727273,0.7216260493539294,0.34613317735260896,48.014121800529566
73,1,SBST,56,24.9,315.0,1440.0,1150.0,54,TRUNK,54009,54009,11.625,102.6,98.9247311827957,5539.784946236559,0.7129713165007888,0.42385056555702527,53.99400532394308
132,1,SBST,57,24.5,330.0,1440.0,1098.0,56,TRUNK,64009,10009,14.5,101.61666666666667,75.72413793103448,4316.275862068966,0.7084320027360591,0.534348590199848,42.47606228048842
151,2,SBST,53,25.7,365.0,1440.0,1027.0,53,TRUNK,16009,64009,11.375,104.21666666666667,90.28571428571429,4785.142857142858,0.7034687942950102,0.40522545606073457,45.91533206917823
151e,2,SBST,53,25.7,1070.0,1192.0,31.0,24,EXPRESS,16009,64009,15.0,104.21666666666667,2.066666666666667,109.53333333333335,0.7034687942950102,0.5475856454970395,1.0510155125539742
175,1,SBST,57,24.4,360.0,1439.0,1050.0,55,TRUNK,17009,80009,15.25,101.28333333333333,68.85245901639344,3924.590163934426,0.702651886861067,0.5597943817754688,38.74862758533249
157,2,SBST,56,24.7,330.0,1440.0,1110.0,56,TRUNK,22009,52009,11.25,101.93333333333332,98.66666666666667,5525.333333333334,0.7014110847508049,0.4011075679653507,54.20536298234141
28,1,SBST,59,23.7,340.0,1440.0,1132.0,58,TRUNK,75009,52009,12.25,99.65,92.40816326530613,5452.081632653061,0.6993533752065996,0.44117042831571696,54.712309409463735
851,1,SBST,58,24.0,330.0,1440.0,1109.0,58,TRUNK,59009,10009,9.875,100.3,112.30379746835443,6513.620253164557,0.6981125730963373,0.3463002511494596,64.9413783964562
151,1,SBST,54,25.2,345.0,1440.0,1042.0,54,TRUNK,64009,16009,11.0,102.9,94.72727272727273,5115.272727272728,0.6931493646552884,0.38408216669428996,49.7111052213093
176,2,SMRT,61,22.9,345.0,1440.0,1088.0,60,TRUNK,10009,45009,9.0,97.68333333333332,120.88888888888889,7374.222222222222,0.69027474767714,0.3087204900353636,75.4910993573338
963R,1,SMRT,32,32.2,,,,26,EXPRESS,46009,14519,32.75,118.53333333333335,85.54455445544555,2737.4257425742576,0.6889721817294876,1.2190818852432446,23.09414293510341
151e,1,SBST,53,25.2,420.0,536.0,33.0,24,EXPRESS,64009,16009,15.0,102.55,2.2,116.60000000000001,0.6745682149200501,0.5275454418893113,1.137006338371526
167e,2,SMRT,37,30.2,450.0,1437.0,960.0,35,EXPRESS,3223,58009,27.5,113.61666666666667,34.90909090909091,1291.6363636363635,0.6662756129058386,1.0008633966815,11.368370517556375
165,2,SBST,57,23.7,345.0,1440.0,1096.0,57,TRUNK,17009,64009,12.0,98.95,91.33333333333333,5206.0,0.6621910757361232,0.4041048234369279,52.612430520464876
32,1,SBST,60,22.7,330.0,1440.0,1087.0,60,TRUNK,84009,11389,14.875,96.66666666666666,73.07563025210084,4384.53781512605,0.6601333661919178,0.51780226453021,45.35728774268328
70,2,SBST,57,23.5,345.0,1263.0,866.0,57,TRUNK,3239,55509,9.25,98.28333333333333,93.62162162162163,5336.4324324324325,0.6506308439861392,0.28809135690422594,54.296412743080545
48,2,SBST,54,24.4,360.0,1440.0,1105.0,52,TRUNK,11379,84299,13.125,100.23333333333332,84.19047619047619,4546.285714285715,0.6469084376553524,0.4354703657638965,45.35702408665496
80,2,SBST,58,23.1,340.0,100.0,1152.0,58,TRUNK,14009,67009,13.875,97.3,83.02702702702703,4815.5675675675675,0.6460915302214095,0.4673149902404371,49.491958556706756
79,1,TTS,55,24.0,360.0,1416.0,1020.0,54,TRUNK,28009,28009,11.75,99.25,86.80851063829788,4774.468085106383,0.6423691238906227,0.37906334072277564,48.105471890240636
32,2,SBST,57,23.3,360.0,1440.0,1080.0,57,TRUNK,11379,84009,14.25,97.61666666666667,75.78947368421052,4320.0,0.6390706122361552,0.47643415744224504,44.25473792043708
176,1,SMRT,60,22.3,330.0,1439.0,1111.0,59,TRUNK,45009,10009,9.625,95.33333333333334,115.42857142857143,6925.714285714286,0.63701290269195,0.29559327556386206,72.64735264735265
963R,2,SMRT,31,31.6,,,,25,EXPRESS,14519,46009,30.666666666666668,116.18333333333332,85.54455445544555,2651.881188118812,0.6357103367442972,1.0995936096986412,22.82497077709493
48,1,SBST,53,24.5,331.0,1440.0,1085.0,52,TRUNK,84431,11379,11.875,100.21666666666667,91.36842105263158,4842.526315789473,0.6341074037951062,0.37676485560029804,48.32056859261074
132,2,SBST,55,23.6,345.0,1439.0,1095.0,55,TRUNK,10009,64009,13.375,97.91666666666667,81.86915887850468,4502.803738317757,0.6192486603906548,0.42684781448045406,45.98608073175581
100,1,SBST,55,23.6,330.0,1440.0,1096.0,55,TRUNK,66009,11009,12.375,97.91666666666667,88.56565656565657,4871.111111111111,0.6192486603906548,0.387576038084232,49.747517730496455
167e,1,SMRT,33,30.6,360.0,1387.0,960.0,33,EXPRESS,58009,3218,28.75,113.55000000000001,33.391304347826086,1101.9130434782608,0.6150714774648539,1.0114899585034929,9.704209982195161
93,2,SBST,54,23.8,345.0,1440.0,1106.0,54,TRUNK,82009,14009,14.25,98.23333333333332,77.6140350877193,4191.1578947368425,0.6122277424054006,0.4556028698803726,42.665333166645844
80,1,SBST,56,23.1,315.0,1440.0,1095.0,56,TRUNK,67009,14009,13.375,96.6,81.86915887850468,4584.672897196262,0.6089292307509331,0.42043144126259246,47.46038195855344
28,2,SBST,56,23.1,345.0,1440.0,1135.0,56,TRUNK,52009,75009,11.5,96.6,98.69565217391305,5526.956521739131,0.6089292307509331,0.3467968605196762,57.21487082545685
19,1,SBST,60,21.8,330.0,1286.0,885.0,57,TRUNK,75009,75009,8.875,93.66666666666667,99.71830985915493,5983.098591549296,0.60811232331699,0.24609923965896735,63.876497418675754
169,1,SMRT,54,23.7,330.0,1440.0,1095.0,54,TRUNK,46009,54009,7.125,97.9,153.68421052631578,8298.947368421052,0.6064476265304086,0.17178342233574515,84.76963604107304
52,2,SBST,49,25.3,345.0,1439.0,1080.0,47,TRUNK,28009,53009,14.375,101.48333333333335,75.1304347826087,3681.3913043478265,0.6060237318540895,0.45251330080375124,36.27582168843317
195A,1,SBST,57,22.7,371.0,1230.0,802.0,57,TRUNK,2099,10169,38.0,95.61666666666666,21.105263157894736,1203.0,0.6043899169862033,1.3850906025232446,12.581488582883042
7,1,SBST,56,23.0,330.0,1440.0,1085.0,56,TRUNK,84009,17009,10.25,96.26666666666665,105.85365853658537,5927.804878048781,0.6031491148759409,0.29369909930285293,61.57692047834607
183,1,TTS,57,22.6,360.0,1440.0,1064.0,56,TRUNK,28009,28009,10.375,95.28333333333333,102.55421686746988,5845.590361445783,0.5986098011112113,0.2961997388560651,61.34955775524698
74e,2,SBST,41,27.7,1050.0,1180.0,35.0,37,EXPRESS,11379,64009,15.0,106.68333333333332,2.3333333333333335,95.66666666666667,0.5960973149719915,0.46426049524955065,0.8967348851741916
851,2,SBST,55,23.1,340.0,1439.0,1085.0,55,TRUNK,10009,59009,9.625,96.25,112.72727272727273,6200.0,0.5903480810156949,0.2595384493868932,64.41558441558442
100,2,SBST,54,23.3,360.0,1440.0,1094.0,54,TRUNK,11009,66009,10.375,96.56666666666666,105.44578313253012,5694.0722891566265,0.5833271630304406,0.28338453273728414,58.96519457186704
88,1,SBST,51,24.1,330.0,1440.0,1098.0,51,TRUNK,77009,52009,9.0,98.18333333333334,122.0,6222.0,0.5738246408246621,0.22057867479524362,63.37124427092174
852,2,SBST,52,23.7,340.0,1439.0,1085.0,52,TRUNK,43009,59009,12.625,97.2,85.94059405940594,4468.910891089109,0.5692853270599322,0.3605305317352328,45.976449496801536
854,2,SMRT,56,22.4,335.0,1440.0,1097.0,54,TRUNK,84009,59009,7.625,94.26666666666667,143.86885245901638,8056.655737704918,0.568468419625989,0.16656244193349642,85.46664502515824
854,1,SMRT,55,22.7,330.0,1440.0,1108.0,53,TRUNK,59009,84009,7.625,94.91666666666666,145.31147540983608,7992.131147540984,0.5672276175157268,0.16496273370826647,84.201557305085
184,1,SMRT,55,22.6,343.0,1440.0,1085.0,52,TRUNK,481,481,7.75,94.58333333333333,140.0,7700.0,0.5614475016407349,0.1658636650362487,81.40969162995596
188,1,SMRT,57,21.9,330.0,1438.0,1050.0,57,TRUNK,44009,14009,10.625,92.95,98.82352941176471,5632.941176470588,0.5581489899862674,0.27796139790430124,60.60184159731671
852,1,SBST,51,23.8,320.0,1440.0,1092.0,51,TRUNK,59009,43009,12.625,97.18333333333332,86.4950495049505,4411.247524752475,0.556484293199686,0.3509147420669115,45.39098807839968
111,1,SBST,54,22.8,360.0,1440.0,1128.0,53,TRUNK,11009,11009,11.0,94.9,102.54545454545455,5537.454545454546,0.5544265836554807,0.2878891893771949,58.35041670658109
70,1,SBST,55,22.4,330.0,1175.0,779.0,55,TRUNK,55509,3239,7.5,93.91666666666667,103.86666666666666,5712.666666666666,0.5498872698907509,0.148029639494102,60.82697426796805
169,2,SMRT,53,23.0,330.0,1439.0,1098.0,53,TRUNK,54009,46009,7.0,95.21666666666665,156.85714285714286,8313.428571428572,0.5474056656702264,0.12519433484553097,87.31064489510142
74e,1,SBST,39,27.5,420.0,537.0,30.0,35,EXPRESS,64009,11379,15.0,105.31666666666666,2.0,78.0,0.5473747837515313,0.42899675302672596,0.7406235163791739
155,2,SBST,56,22.0,340.0,1440.0,1105.0,56,TRUNK,84009,52009,13.75,92.93333333333334,80.36363636363636,4500.363636363636,0.5453479561260212,0.39106990947417397,48.42572062084257
587,1,SMRT,32,29.7,460.0,533.0,0.0,26,FLAT FARE $5.00,46861,3218,,110.2,85.54455445544555,2737.4257425742576,0.5444692848546876,0.3039915069829963,24.8405239798027
88,2,SBST,50,23.8,330.0,1440.0,1117.0,50,TRUNK,52009,77009,9.375,96.83333333333333,119.14666666666666,5957.333333333333,0.5379031434644478,0.20965763838932314,61.52151462994836
963e,1,SMRT,31,29.9,405.0,514.0,20.0,22,EXPRESS,46009,14009,20.0,110.51666666666665,1.0,31.0,0.5374483668694332,0.6125579692059969,0.2805006786306741
401,1,SBST,45,25.3,,,,43,TRUNK,84009,84009,24.833333333333332,100.08333333333334,85.54455445544555,3849.50495049505,0.5316991329131366,0.8087353073881063,38.462997007444294
188,2,SMRT,54,22.2,360.0,1440.0,1069.0,54,TRUNK,14009,44009,10.375,92.9,103.03614457831326,5563.951807228916,0.5197458884055287,0.23929608480028233,59.89183861387422
52,1,SBST,44,25.4,345.0,1440.0,1080.0,44,TRUNK,53009,28009,12.375,100.06666666666666,87.27272727272727,3839.9999999999995,0.5188980990528903,0.3098586367835187,38.37441705529647
985,2,SMRT,42,26.0,320.0,1432.0,1147.0,40,TRUNK,80009,44009,10.5,101.36666666666667,109.23809523809524,4588.0,0.516416494832366,0.23302463959014277,45.26142716211772
7,2,SBST,52,22.7,330.0,1440.0,1081.0,51,TRUNK,17009,84009,10.125,93.86666666666666,106.76543209876543,5551.802469135802,0.5114841683100122,0.22227068352922127,59.1456228956229
102,1,SBST,50,23.3,345.0,1439.0,1097.0,49,TRUNK,64009,64009,11.625,95.16666666666667,94.36559139784946,4718.279569892473,0.5090025640894879,0.27797893167309473,49.579119823738765
49,1,TTS,49,23.5,360.0,1439.0,1090.0,48,TRUNK,28009,28009,11.0,95.48333333333332,99.0909090909091,4855.454545454546,0.5019816461042336,0.2478263224786802,50.85133055110365
985,1,SMRT,42,25.7,330.0,1440.0,1090.0,40,TRUNK,44009,80009,10.375,100.36666666666667,105.06024096385542,4412.530120481928,0.4990761472073899,0.21609154537597813,43.96409950662831
168,1,SBST,26,30.8,330.0,1439.0,1096.0,25,TRUNK,84009,46009,8.875,111.76666666666667,123.49295774647888,3210.816901408451,0.4965636610681702,0.14361267134260366,28.727857751939617
47,1,SBST,52,22.4,360.0,1439.0,1099.0,50,TRUNK,97009,97009,10.875,92.86666666666667,101.05747126436782,5254.9885057471265,0.49414382068503626,0.2397003936617511,56.58638017674579
145,2,SBST,54,21.5,330.0,1440.0,1080.0,54,TRUNK,11379,52009,9.375,90.56666666666666,115.2,6220.8,0.47928507728058467,0.17196802335324074,68.68752300331248
30e,2,SBST,44,24.6,1056.0,1179.0,48.0,18,EXPRESS,16069,84009,12.0,97.4,4.0,176.0,0.47265717205295454,0.2630673948625705,1.8069815195071868
12e,1,GAS,39,26.0,360.0,1395.0,960.0,37,EXPRESS,77009,10499,26.25,100.31666666666666,36.57142857142857,1426.2857142857142,0.46067304562665123,0.8106836266610394,14.21783400185128
963e,2,SMRT,29,29.2,1080.0,1205.0,30.0,22,EXPRESS,14009,46009,30.0,107.48333333333332,1.0,29.0,0.45982525627401294,0.9499717873376644,0.269809272755466
162,2,SBST,52,21.8,360.0,1257.0,863.0,52,TRUNK,3239,55509,15.125,90.86666666666667,57.05785123966942,2967.0082644628096,0.4594631254350844,0.382557199016421,32.65232866246672
109,2,SBST,51,22.1,330.0,1436.0,1135.0,51,TRUNK,99009,66009,13.25,91.51666666666667,85.66037735849056,4368.679245283019,0.45822232332482216,0.30732291004827467,47.736433202874
57,1,SBST,50,22.4,345.0,1440.0,1123.0,49,TRUNK,53009,10009,13.375,92.16666666666667,83.96261682242991,4198.130841121495,0.4569815212145598,0.3106321738725726,45.549340048334486
31,1,SBST,48,23.0,330.0,1440.0,1103.0,48,TRUNK,75009,52009,11.125,93.46666666666665,99.14606741573034,4759.011235955057,0.45449991699403536,0.21907126053061304,50.91666800237223
106,2,TTS,50,22.3,360.0,1440.0,1077.0,50,TRUNK,3239,43009,9.875,91.83333333333334,109.0632911392405,5453.164556962025,0.45120140533956793,0.16917291576424992,59.38110225366996
145,1,SBST,54,21.0,330.0,1440.0,1110.0,54,TRUNK,52009,11379,9.875,88.9,112.40506329113924,6069.873417721519,0.4503844979056248,0.17156370794362377,68.27754125671
168,2,SBST,26,30.0,330.0,1438.0,1080.0,25,TRUNK,46009,84009,8.125,109.1,132.92307692307693,3456.0000000000005,0.4503227340682343,0.0820945132730721,31.677360219981676
31,2,SBST,47,23.2,330.0,1440.0,1110.0,46,TRUNK,52009,75009,11.375,93.78333333333333,97.58241758241758,4586.373626373626,0.44747899900878113,0.22328145568289318,48.90393061709927
665,2,TTS,23,30.8,1095.0,1190.0,15.0,23,EXPRESS,3241,46149,15.0,110.71666666666667,1.0,23.0,0.4408202118624557,0.3432808105998635,0.2077374680114406
109,1,SBST,50,22.1,345.0,1440.0,1067.0,50,TRUNK,66009,99009,12.875,91.16666666666667,82.87378640776699,4143.689320388349,0.439641173589584,0.2789721635098247,45.45180241742248
39,2,SBST,35,26.9,360.0,1436.0,1067.0,35,TRUNK,59009,75019,11.125,101.91666666666667,95.91011235955057,3356.85393258427,0.4383694895606264,0.1982750536026248,32.937242183983024
57,2,SBST,49,22.2,345.0,1440.0,1115.0,49,TRUNK,10009,53009,13.125,91.15,84.95238095238095,4162.666666666666,0.42684013972933765,0.2791743179405591,45.668312305723155
155,1,SBST,52,21.2,337.0,1440.0,1119.0,52,TRUNK,52009,84009,14.125,88.86666666666667,79.22123893805309,4119.504424778761,0.4247824301851324,0.3192371782909252,46.35601378220661
55,2,SBST,52,21.1,320.0,1440.0,1115.0,52,TRUNK,94009,53009,11.5,88.53333333333335,96.95652173913044,5041.739130434783,0.41900231431014046,0.21214072452929675,56.94735463593504
70A,1,SBST,52,21.1,1.0,1440.0,30.0,52,TRUNK,55509,2171,15.0,88.53333333333335,2.0,104.0,0.41900231431014046,0.3495919419160739,1.1746987951807226
55,1,SBST,51,21.4,330.0,1440.0,1095.0,51,TRUNK,53009,94009,12.125,89.18333333333332,90.30927835051547,4605.773195876289,0.41776151219987806,0.23508587655170538,51.64387810737757
538,1,SBST,22,30.7,455.0,522.0,10.0,18,FLAT FARE $4.50,77009,3011,10.0,110.03333333333333,1.0,22.0,0.41645894625222535,0.1292900575073408,0.19993941229930323
247,1,SBST,51,21.3,350.0,1439.0,1066.0,50,INDUSTRIAL,25009,25009,12.0,88.85,88.83333333333333,4530.5,0.4119813963248862,0.22616886378063203,50.99043331457513
187,1,SMRT,41,24.5,320.0,1440.0,1099.0,40,TRUNK,46009,22009,9.25,96.01666666666667,118.8108108108108,4871.243243243243,0.41113360697224777,0.11019047788181394,50.73330925092772
665,1,TTS,22,30.6,420.0,540.0,40.0,22,EXPRESS,46141,3218,8.0,109.70000000000002,5.0,110.0,0.4106788303772336,0.0467384639933513,1.0027347310847765
97,2,TTS,45,23.2,360.0,1439.0,1072.0,45,TRUNK,2099,28009,10.875,93.08333333333333,98.57471264367815,4435.862068965517,0.41031669953830474,0.17639790670504862,47.65474022165283
162,1,SBST,52,20.9,330.0,1174.0,770.0,52,TRUNK,55509,3239,10.666666666666666,87.86666666666666,72.1875,3753.75,0.4074420825601563,0.1713981627560202,42.720978755690446
16,1,SBST,49,21.8,330.0,1440.0,1095.0,49,TRUNK,84009,10009,10.125,89.81666666666666,108.14814814814815,5299.259259259259,0.4037196762293698,0.1453268258657103,59.000845343394985
45,2,SBST,50,21.3,360.0,1440.0,1057.0,49,TRUNK,55009,94009,13.0,88.5,81.3076923076923,4065.3846153846152,0.3934002465896479,0.2518168097869874,45.93654932637983
187,2,SMRT,41,24.1,340.0,1440.0,1153.0,40,TRUNK,22009,46009,8.125,94.68333333333334,141.90769230769232,5818.215384615385,0.38801314347228,0.04997756654988164,61.449203146791604
12e,2,GAS,36,25.6,450.0,1434.0,962.0,34,EXPRESS,10499,77009,25.0,97.93333333333334,38.48,1385.28,0.38180913292096874,0.7046902521099792,14.145132743362831
39,1,SBST,34,26.2,330.0,1439.0,1080.0,34,TRUNK,75019,59009,11.625,99.23333333333332,92.90322580645162,3158.709677419355,0.37932752870044417,0.17623082636004944,31.83113547953667
66B,1,TTS,52,20.4,,,,52,TRUNK,60139,28009,,86.2,85.54455445544555,4448.316831683169,0.37854150318519636,0.20372032767658826,51.60460361581402
951E,2,SMRT,23,29.5,1095.0,1185.0,15.0,18,EXPRESS,3222,46441,15.0,106.38333333333333,1.0,23.0,0.36567870548755976,0.2911762812197702,0.21619927933573557
29,1,SBST,54,19.5,320.0,1440.0,1107.0,53,TRUNK,75009,75009,11.0,83.9,100.63636363636364,5434.363636363637,0.36368275978074494,0.1556238455661891,64.77191461696826
180,1,SMRT,48,21.4,320.0,1440.0,1137.0,46,TRUNK,22009,22009,9.0,88.13333333333333,126.33333333333333,6064.0,0.36201806299416345,0.07149008414391121,68.80484114977308
106,1,TTS,47,21.6,330.0,1440.0,1080.0,47,TRUNK,43009,3218,9.5,88.45000000000002,113.6842105263158,5343.1578947368425,0.3549971450089095,0.085518223395247,60.40879473981732
131,1,SBST,50,20.6,315.0,1440.0,1115.0,50,TRUNK,52499,10009,10.5,86.16666666666667,106.19047619047619,5309.523809523809,0.3529394354647041,0.12558108374561294,61.61923183199778
45,1,SBST,48,21.2,335.0,1440.0,1082.0,46,TRUNK,94009,55009,12.125,87.46666666666667,89.23711340206185,4283.381443298969,0.35045783124417956,0.18619830393901393,48.97158662308273
969,1,SMRT,28,27.6,330.0,1437.0,1104.0,25,TRUNK,46009,75009,7.75,101.8,142.4516129032258,3988.645161290322,0.3487622525389029,-0.0015777194128726718,39.181190189492355
30e,1,SBST,38,24.0,426.0,538.0,48.0,18,EXPRESS,84009,16061,12.0,93.3,4.0,152.0,0.3264895783915732,0.15727616819409607,1.6291532690246517
36A,1,GAS,33,25.6,1380.0,1439.0,58.0,32,TRUNK,95129,9191,11.5,96.88333333333334,5.043478260869565,166.43478260869566,0.3260656837152542,0.13364977959138138,1.7178886902669428
969,2,SMRT,28,27.2,330.0,1427.0,1095.0,25,TRUNK,75009,46009,6.25,100.46666666666665,175.2,4905.599999999999,0.3256417890389348,-0.0765175468933884,48.82813536828135
14A,1,SBST,50,20.1,,,,50,TRUNK,84009,9059,18.5,84.5,85.54455445544555,4277.227722772277,0.32403885608974403,0.41971509130766105,50.61807955943523
163,1,SBST,51,19.6,330.0,1440.0,1080.0,51,TRUNK,67009,52009,13.125,83.18333333333334,82.28571428571429,4196.571428571428,0.3137194264500224,0.20221291996010626,50.44966654263388
656,2,SMRT,23,28.6,1090.0,1189.0,15.0,18,EXPRESS,3241,58129,15.0,103.38333333333334,1.0,23.0,0.3136576626126319,0.2551039147258597,0.22247299693696598
16,2,SBST,45,21.5,345.0,1440.0,1106.0,45,TRUNK,10009,84009,10.5,87.41666666666667,105.33333333333333,4740.0,0.31205472966344094,0.09353429829018976,54.22306959008579
951E,1,SMRT,21,29.1,435.0,544.0,35.0,17,EXPRESS,46449,3218,7.0,104.35,5.0,105.0,0.3053959425171153,-0.0662777536159222,1.0062290368950648
58,1,SBST,46,20.9,330.0,1440.0,1112.0,46,TRUNK,53009,77009,12.5,85.76666666666665,88.96,4092.16,0.295955184148727,0.16165343714322658,47.7127089001166
58,2,SBST,46,20.8,330.0,1440.0,1111.0,46,TRUNK,77009,53009,12.25,85.43333333333334,90.6938775510204,4171.918367346939,0.2901750682737352,0.14782745232262567,48.832442848383984
131,2,SBST,48,20.1,345.0,1440.0,1105.0,48,TRUNK,10009,52499,10.5,83.8,105.23809523809524,5051.428571428572,0.28687655661926764,0.07829321935815116,60.27957722468463
656,1,SMRT,22,28.4,440.0,537.0,20.0,17,EXPRESS,58121,3218,10.0,102.36666666666666,2.0,44.0,0.28351628112740945,0.03710512091179127,0.42982741777922506
120,1,SBST,49,19.7,345.0,1440.0,1096.0,47,TRUNK,10499,10499,12.875,82.81666666666666,85.12621359223301,4171.184466019417,0.28233724285453776,0.16915535580286273,50.36648580421917
97,1,TTS,42,21.8,345.0,1440.0,1080.0,42,TRUNK,28009,2099,10.5,87.36666666666667,102.85714285714286,4320.0,0.2736516280827024,0.06468692928522637,49.446776039679506
123,1,SBST,43,21.4,345.0,1440.0,1081.0,43,TRUNK,10009,14539,13.5,86.38333333333333,80.07407407407408,3443.185185185185,0.26911231431797233,0.18009392597757654,39.85936930563595
539,1,SBST,17,29.7,455.0,522.0,10.0,12,FLAT FARE $4.50,77009,3011,10.0,104.95,1.0,17.0,0.2657520388261144,0.021090498342550723,0.16198189614101952
153,2,SBST,45,20.5,320.0,1440.0,1127.0,45,TRUNK,64009,10009,13.5,84.08333333333333,83.48148148148148,3756.6666666666665,0.2542535709135209,0.17126922026339947,44.677898909811695
198,2,SBST,44,20.8,330.0,1439.0,1105.0,44,TRUNK,10009,22009,8.25,84.73333333333335,133.93939393939394,5893.333333333333,0.25301276880325885,-0.03650731404199591,69.55153422501965
971E,1,SMRT,33,24.2,425.0,543.0,40.0,25,EXPRESS,481,3021,6.5,92.21666666666665,6.153846153846154,203.0769230769231,0.2451440614653661,-0.11882167249136788,2.2021715858693995
154A,1,SBST,9,31.9,364.0,510.0,137.0,9,TRUNK,21551,28091,23.5,109.48333333333333,5.829787234042553,52.46808510638298,0.2442653901940326,0.5304457324466179,0.479233537278578
77,2,TTS,49,18.8,390.0,1440.0,1054.0,49,TRUNK,2099,43009,12.5,79.81666666666666,84.32,4131.679999999999,0.23031619997960992,0.11835607316036881,51.764627270828974
153,1,SBST,45,20.0,345.0,1440.0,1121.0,45,TRUNK,10009,64009,12.625,82.41666666666667,88.79207920792079,3995.6435643564355,0.22535299153856103,0.11686621230897715,48.481013925457255
190,1,SMRT,35,23.2,340.0,1440.0,1084.0,33,TRUNK,44009,10499,6.125,89.58333333333333,176.9795918367347,6194.285714285715,0.22450520218592263,-0.1463813350756738,69.14551495016612
43M,1,GAS,48,19.0,350.0,1438.0,1038.0,47,TRUNK,65009,65009,11.25,80.13333333333333,92.26666666666667,4428.8,0.22329528199435564,0.0636586037183157,55.26788685524127
163,2,SBST,47,19.3,325.0,1440.0,1119.0,47,TRUNK,52009,67009,12.375,80.78333333333333,90.42424242424242,4249.939393939394,0.2220544798840935,0.1062396439388357,52.60911154040925
853,2,SMRT,46,19.6,340.0,1440.0,1070.0,45,TRUNK,80009,59009,13.375,81.43333333333334,80.0,3680.0,0.22081367777383132,0.14391171210982792,45.19033974621367
137,2,SBST,48,18.9,360.0,1437.0,1095.0,48,TRUNK,94009,80289,15.0,79.79999999999998,73.0,3504.0,0.21751516611936353,0.20691972448260262,43.90977443609024
125,1,SBST,51,17.9,355.0,1440.0,1052.0,45,TRUNK,52499,52499,13.625,77.51666666666667,77.21100917431193,3937.761467889908,0.21545745657515836,0.15371211589194153,50.79890089731122
123,2,SBST,45,19.8,350.0,1440.0,1085.0,45,TRUNK,14539,10009,13.0,81.75,83.46153846153847,3755.769230769231,0.21379275978857706,0.12357704701446912,45.942131263232184
850E,2,SBST,26,25.9,1095.0,1193.0,19.0,18,EXPRESS,3222,59579,15.0,95.43333333333332,1.2666666666666666,32.93333333333333,0.21333798319356248,0.1877583064137278,0.34509256025148444
590,1,SMRT,25,26.2,460.0,540.0,10.0,16,FLAT FARE $5.00,45421,3218,10.0,96.08333333333333,1.0,25.0,0.2120971810833003,-0.010200283792612216,0.26019080659150046
18,1,SBST,47,19.0,305.0,1440.0,1149.0,45,TRUNK,75019,75019,14.125,79.78333333333333,81.34513274336283,3823.221238938053,0.2047141322591175,0.16294113046758738,47.92004895263906
124,1,SBST,48,18.6,330.0,1440.0,1144.0,47,TRUNK,52499,14009,7.5,78.80000000000001,152.53333333333333,7321.6,0.20017481849438784,-0.09964272065369924,92.91370558375634
198,1,SBST,44,19.8,330.0,1440.0,1109.0,44,TRUNK,22009,10009,8.0,81.4,138.625,6099.5,0.19521161005333887,-0.08640566535650782,74.93243243243242
50,1,SBST,48,18.5,345.0,1440.0,1082.0,48,TRUNK,53009,65009,11.625,78.46666666666665,93.0752688172043,4467.612903225807,0.19439470261939568,0.05834531625917077,56.936443116726515
77,1,TTS,47,18.8,360.0,1433.0,1020.0,47,TRUNK,43009,2099,11.75,79.11666666666667,86.80851063829788,4080.0,0.19315390050913359,0.06165458008346888,51.56941226037497
188e,1,SMRT,37,22.0,428.0,513.0,15.0,28,EXPRESS,44009,14009,15.0,86.28333333333335,1.0,37.0,0.19230611115649524,0.181306852561983,0.42881977979524816
190,2,SMRT,35,22.6,355.0,1439.0,1098.0,31,TRUNK,10499,44009,6.625,87.58333333333333,165.73584905660377,5800.754716981132,0.18982450693597075,-0.15079369120683656,66.23126223004148
50,2,SBST,47,18.7,330.0,1440.0,1097.0,47,TRUNK,65009,53009,12.125,78.78333333333333,90.47422680412372,4252.288659793815,0.18737378463414148,0.07237345551050642,53.97446997834333
850E,1,SBST,26,25.4,430.0,545.0,54.0,18,EXPRESS,59581,3218,6.5,93.76666666666665,8.307692307692308,216.00000000000003,0.18443740381860246,-0.16609199656188778,2.3035904728048355
119,1,GAS,48,18.3,300.0,1439.0,1110.0,47,TRUNK,65009,65009,14.375,77.8,77.21739130434783,3706.434782608696,0.18283447086941176,0.15832661990569025,47.64054990499609
950,1,SMRT,29,24.4,315.0,1438.0,1143.0,18,TRUNK,46009,46009,11.5,91.48333333333332,99.3913043478261,2882.3478260869565,0.1823796942743972,0.03105796937336648,31.506808082568302
982E,1,SMRT,23,26.3,450.0,540.0,15.0,20,EXPRESS,44589,3391,15.0,95.71666666666667,1.0,23.0,0.18071499748781597,0.16291897813031014,0.24029253003656625
982E,2,SMRT,22,26.6,1095.0,1186.0,15.0,19,EXPRESS,3539,44581,15.0,96.36666666666667,1.0,22.0,0.1794741953775538,0.16131926990508033,0.2282947077135939
